Opening Type,Result,White Elo,Black Elo,Move List,Variation
Danish Gambit,0-1,1755,1825,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'f1c4', 'd7d6', 'g1f3', 'h7h6', 'd1b3', 'g8f6', 'e1g1', 'c6a5', 'b3a4', 'c7c6', 'c4d3', 'b7b5', 'a4c2', 'f8e7', 'e4e5', 'd6e5', 'f3e5', 'e8g8', 'a2a3', 'e7d6', 'c1f4', 'd6e5', 'f4e5', 'f6d7', 'a1d1', 'd8b6', 'e5d4', 'c6c5', 'd4e3', 'c8b7', 'c3b5', 'b6c6', 'f2f3', 'd7e5', 'd3e4', 'c6b5', 'e4b7', 'b5b7', 'e3c5', 'a8c8', 'b2b4', 'a5c4', 'c2f5', 'f8d8', 'd1e1', 'c8c5', 'b4c5', 'b7c7', 'f3f4', 'c7c5', 'g1h1', 'e5d3', 'f5c5', 'd3c5', 'e1c1', 'd8d4', 'f1d1', 'd4d1', 'c1d1', 'c4b6', 'd1c1', 'c5a4', 'c1c7', 'a7a5', 'c7a7', 'b6c4', 'a7c7', 'a4b6', 'c7c5', 'g8f8', 'g2g3', 'g7g6', 'h1g2', 'f8e7', 'g2f3', 'e7d6', 'c5b5', 'd6c6', 'b5b1', 'c4a3', 'b1c1', 'a3c4', 'c1c3', 'a5a4', 'c3c1', 'c6c5', 'f3e4', 'a4a3', 'e4d3', 'c5b4', 'c1b1', 'b4a4', 'b1a1', 'a3a2', 'd3c3', 'a4a3', 'c3c2', 'c4a5', 'c2c3', 'b6a4', 'c3c2', 'a5b3', 'c2d1', 'b3a1', 'd1c1', 'a1b3']","['Danish Gambit Accepted', 'Take Back Gambit']"
Danish Gambit,0-1,1750,1275,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4d3', 'f1d3', 'd7d6', 'g1f3', 'g8f6', 'c3c4', 'g7g6', 'e1g1', 'f8g7', 'f1e1', 'e8g8', 'b1c3', 'f8e8', 'c1d2', 'b8d7', 'a1c1', 'h7h6', 'c3d5', 'f6d5', 'e4d5', 'g7b2', 'd2h6', 'b2c1', 'd1c1', 'd7f6', 'c1c3', 'e8e1', 'f3e1', 'c8f5', 'd3f5', 'g6f5', 'e1f3', 'd8e7', 'h6g5', 'g8g7', 'h2h3', 'a8h8', 'c3d3', 'e7e4']",['Others B1']
Danish Gambit,1/2-1/2,1525,1502,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'b8c6', 'f1c4', 'f8c5', 'd1h5', 'g7g6', 'h5c5', 'd4c3', 'b1c3', 'g8f6', 'c1g5', 'd7d6', 'c5e3', 'e8g8', 'g1e2', 'f8e8', 'g5f6', 'd8f6', 'e1g1', 'c6e5', 'c4b3', 'e5g4', 'e3f4', 'c7c6', 'f4f6', 'g4f6', 'f2f3', 'c8e6', 'b3e6', 'e8e6', 'e2g3', 'd6d5', 'e4d5', 'f6d5', 'c3d5', 'c6d5', 'f1e1', 'a8e8', 'e1e6', 'f7e6', 'a1c1', 'g8f7', 'c1c7', 'e8e7', 'c7e7', 'f7e7', 'g1f2', 'e7d6', 'f2e3', 'd6c5', 'h2h4', 'c5c4', 'b2b3', 'c4c3', 'g3e2', 'c3b2', 'e2d4', 'e6e5', 'd4b5', 'b2a2', 'b5a7', 'a2b3', 'f3f4', 'd5d4', 'e3d3', 'e5e4', 'd3d4', 'b3b4', 'd4e4', 'b7b5', 'g2g4', 'b4a3', 'a7b5', 'a3b4', 'b5d6', 'b4c5', 'd6f7', 'c5c6', 'e4e5', 'c6d7', 'f4f5', 'g6f5', 'e5f5', 'd7e7', 'f7e5', 'e7f8', 'h4h5', 'f8g7', 'e5f3', 'g7h6', 'f3g5', 'h6g7', 'g5e6', 'g7h6', 'f5f4']",['Others B1']
"Danish Gambit Accepted, Classical Defense",0-1,1407,1391,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'g1e2', 'c7c6', 'e1g1', 'b7b5', 'c4b3', 'a7a5', 'a2a4', 'b5a4', 'a1a4', 'b8a6', 'e2f4', 'a6c5', 'a4d4', 'c5b3', 'd1b3', 'f8c5', 'd4d1', 'e8g8', 'b1c3', 'c8a6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,0-1,1619,1604,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c7c6', 'g1f3', 'g8f6', 'c4f7', 'e8f7', 'f3g5', 'f7e8', 'e1g1', 'h7h6', 'g5f3', 'c3b2', 'c1b2', 'd8b6', 'b2d4', 'b6c7', 'd1b3', 'b7b6', 'f3e5', 'd7d6', 'e5g6', 'h8g8', 'd4f6', 'g7f6', 'b3g8', 'c7f7', 'g8f7', 'e8f7', 'g6f4', 'c8e6', 'f1d1', 'd6d5', 'f4h5', 'e6g4', 'h5g3', 'g4d1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
"Danish Gambit Declined, Sorensen Defense",1-0,2264,2165,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'e4d5', 'd8d5', 'c3d4', 'c7c5', 'c1e3', 'c5c4', 'b1c3', 'd5f5', 'f1c4', 'g8f6', 'g1f3', 'c8d7', 'f3e5', 'f8e7', 'c4f7', 'e8f8', 'f7b3', 'a7a6', 'e1g1', 'b8c6', 'e5d7', 'f5d7', 'd4d5', 'c6e5', 'f2f4', 'e5g4', 'e3d4', 'h7h5', 'h2h3', 'g4h6', 'd5d6', 'e7d8', 'f1e1', 'h6f5', 'd4c5', 'b7b6', 'c5a3', 'b6b5', 'd1d3', 'd8b6', 'g1h1', 'a8e8', 'c3d5', 'f6d5', 'd3d5', 'f5g3', 'h1h2', 'h5h4', 'e1e7', 'e8e7', 'd6e7', 'f8e8', 'd5f7']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,1-0,1989,1907,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'b8c6', 'g1f3', 'd7d6', 'f1c4', 'c8g4', 'd1b3', 'g4e6', 'c4e6', 'f7e6', 'b3b7', 'd8e7', 'b7c6', 'e8f7', 'c6a8', 'g8f6', 'f3g5', 'f7g6', 'a8a7', 'h7h6', 'g5f3', 'e7d7', 'h2h4', 'f6h5', 'g2g4', 'h5f6', 'h1g1', 'f6e8', 'g4g5', 'h6h5', 'a7e3', 'f8e7', 'c1d2', 'e6e5', 'e1c1', 'h8f8', 'd2e1', 'd7e6', 'f3d2', 'e6f7', 'd2b3', 'f7f3', 'e3f3', 'f8f3', 'c3d5', 'e7d8', 'b3d2', 'c7c6', 'd2f3', 'c6d5', 'd1d5', 'e8c7', 'd5d6', 'g6f7', 'd6d8', 'c7e6', 'd8d7', 'f7e8', 'f3e5', 'e6f4', 'c1b1', 'f4e2', 'g1f1', 'e2f4', 'd7g7', 'e8f8', 'g7a7', 'f4d3', 'e1a5', 'd3e5', 'f2f4', 'e5c4', 'a5b4', 'f8g8', 'f1c1', 'c4e3', 'c1c8']","['Danish Gambit Accepted', 'Take Back Gambit']"
"Danish Gambit Accepted, Classical Defense",1-0,2027,1964,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'd1b3', 'd8e7', 'g1f3', 'e7e4', 'e1d1', 'f8e7', 'h1e1', 'e4c6', 'c4f7', 'e8f8', 'b1d2', 'd7d5', 'f3e5', 'c6d6', 'b2a3', 'd6a3', 'b3a3', 'e7a3', 'd2b3', 'c8g4', 'f2f3', 'g4f5', 'g2g4', 'f5g6', 'e5g6', 'h7g6', 'f7g6', 'a3b2', 'a1b1', 'b2e5', 'e1e5', 'b8c6', 'e5e2', 'd5d4', 'e2d2', 'a8d8', 'b1c1', 'f6d5', 'c1c5', 'd5f4', 'b3a5', 'c6a5', 'c5a5', 'd4d3', 'a5a7', 'f4e2', 'a7b7', 'e2c3', 'd1c1', 'c3d5', 'b7c7', 'd5b4', 'c7c3', 'b4a2', 'd2a2', 'd8b8', 'a2d2', 'f8e7', 'd2d3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
"Danish Gambit Accepted, Copenhagen Defense",0-1,1374,1425,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'f8b4', 'b1c3', 'b8c6', 'a2a3', 'b4c3', 'b2c3', 'f7f6', 'd1g4', 'd7d5', 'c4d5', 'c8g4', 'd5c6', 'b7c6', 'c3b4', 'd8d3', 'g1e2', 'd3e2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit', 'Copenhagen Defense']"
Danish Gambit,0-1,1450,1326,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'f8c5', 'c3d4', 'c5b6', 'g1f3', 'c7c6', 'e4e5', 'd7d5', 'f1d3', 'c8g4', 'c1e3', 'b8d7', 'b1d2', 'c6c5', 'e1g1', 'c5d4', 'e3g5', 'f7f6', 'e5f6', 'g8f6', 'f1e1', 'e8f7', 'd1b3', 'd7c5', 'f3e5', 'f7g8', 'g5f6', 'c5b3', 'f6d8', 'b3a1', 'f2f3', 'a8d8', 'e5g4', 'h7h5', 'g4f2', 'h8h6', 'e1a1', 'd8e8', 'g1f1', 'h6e6', 'd3c2', 'e6e2', 'a1d1', 'd4d3', 'f2d3', 'e8e6', 'd1e1', 'e2e1', 'd3e1', 'b6e3', 'c2b3', 'g8f7', 'b3d5', 'e3d2', 'd5e6', 'f7e6', 'e1d3', 'g7g5', 'd3c5', 'e6d5', 'c5b7', 'd5c6', 'b7d8', 'c6b5', 'f1e2', 'd2c1', 'b2b3', 'b5b4', 'd8e6', 'a7a5', 'e6d4', 'b4a3', 'e2d3', 'a3a2', 'd3c4', 'c1b2', 'g2g4', 'b2d4', 'c4d4', 'a2b3', 'd4d3', 'h5g4', 'f3g4', 'a5a4', 'd3d2', 'b3b2']",['Others B1']
Danish Gambit,1-0,993,1259,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'f8b4', 'c1d2', 'c7c6', 'g1f3', 'd7d6', 'f1c4', 'g8f6', 'e1g1', 'e8g8', 'h2h3', 'b4c3', 'd2c3', 'f6e4', 'd1c1', 'd6d5', 'c4d3', 'e4c3', 'c1c3', 'd8d7', 'c3c2', 'f7f5', 'd3f5', 'd7f5', 'c2f5', 'c8f5', 'f3e5', 'b8d7', 'e5f3', 'd7f6', 'f3h4', 'f5e4', 'a1e1', 'a8e8', 'f2f3', 'e4d3', 'e1e8', 'f8e8', 'f1d1', 'd3c4', 'b2b3', 'c4a6', 'a2a4', 'b7b5', 'h4f5', 'e8e3', 'f5e3']","['Danish Gambit Accepted', 'Take Back Gambit']"
Danish Gambit,1-0,1717,1732,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8b4', 'b1c3', 'd7d6', 'd1b3', 'b4c3', 'b2c3', 'd8e7', 'g1e2', 'c7c6', 'e1g1', 'c8e6', 'c4e6', 'e7e6', 'b3b7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Bb4']"
"Danish Gambit Accepted, Classical Defense",1-0,1603,1618,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'd1b3', 'd8e7', 'e4e5', 'b8c6', 'g1f3', 'e7b4', 'b3b4', 'f8b4', 'b2c3', 'b4c3', 'b1c3', 'f6g4', 'e1g1', 'e8g8', 'f1e1', 'c6a5', 'c4d3', 'b7b6', 'h2h3', 'g4h6', 'f3g5', 'g7g6', 'd3e4', 'a8b8', 'c3b5', 'c7c6', 'b5d6', 'c8a6', 'a2a4', 'a5c4', 'a1d1', 'c4d6', 'd1d6', 'b8d8', 'e4b1', 'a6c4', 'e1c1', 'c4d5', 'b1e4', 'd5e4', 'g5e4', 'h6f5', 'd6d1', 'g8g7', 'e4f6', 'd7d5', 'e5d6', 'd8d6', 'd1d6', 'f5d6', 'c1c6', 'g7f6', 'c6d6', 'f6g7', 'd6d7', 'f8a8', 'f2f4', 'a7a6', 'g1f2', 'b6b5', 'f2e2', 'b5b4', 'e2d2', 'a6a5', 'd2c2', 'g7f6', 'c2b3', 'a8c8', 'd7a7', 'c8c3', 'b3b2', 'c3c5', 'b2b3', 'f6f5', 'g2g3', 'f7f6', 'a7h7', 'g6g5', 'f4g5', 'f6g5', 'h7h5', 'f5g6', 'h5h8', 'g6f5', 'h8f8', 'f5e4', 'f8e8', 'e4f3', 'g3g4', 'f3g3', 'e8h8', 'c5c3', 'b3b2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit Accepted,0-1,1735,1557,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d6', 'b1d2', 'b8c6', 'g1f3', 'g8f6', 'e4e5', 'd6e5', 'f3e5', 'c6e5', 'b2e5', 'd8e7', 'e1g1', 'c8e6', 'c4e6', 'f7e6', 'f1e1', 'e8c8', 'd1c2', 'd8d7', 'd2b3', 'f6d5', 'a1c1', 'h8g8', 'b3a5', 'b7b6', 'a5c6', 'e7c5', 'c2c5', 'f8c5', 'c6a7', 'c8b7', 'a7b5', 'c7c6', 'b5d4', 'c5d4', 'e5d4', 'd5f6', 'd4e3', 'h7h6', 'c1b1', 'b6b5', 'a2a4', 'd7d5', 'a4b5', 'd5b5', 'b1b5', 'c6b5', 'e1b1', 'b7c6', 'h2h3', 'g8b8', 'b1b4', 'b8b7', 'g2g4', 'f6d5', 'b4d4', 'd5e3', 'f2e3', 'b5b4', 'g1f1', 'c6c5', 'f1e2', 'g7g5', 'e2d2', 'e6e5', 'd4d8', 'b7b6', 'd2c2', 'b4b3', 'c2b2', 'c5c4', 'd8e8', 'c4d5', 'e8e7', 'd5e4', 'e7e8', 'b6d6', 'b2b3', 'd6d3', 'b3c2', 'd3e3', 'c2d2', 'e3h3', 'e8e7', 'e4f4', 'd2e2', 'e5e4', 'e7f7', 'f4g4', 'f7e7', 'g4f4', 'e7f7', 'f4g4', 'f7e7', 'e4e3', 'e7e4', 'g4h5', 'e2f1', 'g5g4', 'f1g2', 'h5h4', 'e4e6', 'h6h5', 'e6e4', 'h3g3', 'g2h2', 'g3f3', 'h2g2', 'f3f2', 'g2g1', 'h4g3', 'e4e3', 'f2f3', 'e3e5', 'h5h4', 'e5g5', 'h4h3', 'g5h5', 'g3f4', 'h5h8', 'f4g3', 'h8h7', 'f3f2', 'h7h6', 'h3h2', 'h6h2', 'f2h2', 'g1f1', 'g3f3', 'f1g1', 'g4g3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit Accepted,1-0,1530,1493,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d6', 'b1c3', 'b8c6', 'g1f3', 'c8g4', 'e1g1', 'g8f6', 'h2h3', 'g4f3', 'd1f3', 'c6d4', 'f3d3', 'd4c6', 'c3d5', 'c6e5', 'b2e5', 'd6e5', 'a1d1', 'f8d6', 'd3b3', 'b7b6', 'f2f4', 'e5f4', 'd5f4', 'e8g8', 'e4e5', 'f6e4', 'e5d6', 'd8h4', 'd6c7', 'e4g3', 'f1f3', 'f8e8', 'c4f7', 'g8h8', 'f7e8', 'a8e8', 'f4e6', 'g3e2', 'g1h1', 'e8g8', 'f3d3', 'h7h6', 'd3d8', 'e2g3', 'h1h2', 'g3e2', 'd8g8', 'h8h7', 'g8h8', 'h7h8', 'c7c8q', 'h8h7', 'c8c2', 'h7h8', 'd1d8', 'h4d8', 'e6d8', 'e2f4']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
"Danish Gambit Accepted, Copenhagen Defense",0-1,1986,1907,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'f8b4', 'b1d2', 'g8f6', 'e4e5', 'd8e7', 'g1e2', 'f6e4', 'd1b3', 'b4d2', 'e1d1', 'e8g8', 'b3d3', 'e4f2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit', 'Copenhagen Defense']"
Danish Gambit,1-0,1803,1557,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'g8f6', 'd1d4', 'b8c6', 'd4d1', 'f6e4', 'f1c4', 'd8f6', 'g1f3', 'c6e5', 'c4e2', 'e5f3', 'e2f3', 'f6h4', 'e1g1', 'f8d6', 'g2g3', 'e4g3', 'f2g3', 'h4h3', 'f1e1', 'e8d8', 'f3g4']",['Others B1']
"Danish Gambit Accepted, Schlechter Defense",1-0,2272,2238,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d5', 'c4d5', 'g8f6', 'd5f7', 'e8f7', 'd1d8', 'f8b4', 'd8d2', 'b4d2', 'b1d2', 'h8e8', 'g1f3', 'f6e4', 'f3e5', 'f7f6', 'd2e4', 'f6f5', 'e4g3', 'f5f4', 'e1g1', 'e8e5', 'b2e5', 'f4e5', 'f1e1', 'e5f6', 'e1e8', 'b8a6', 'a1d1', 'c8g4', 'e8a8', 'g4d1', 'a8a7', 'a6c5', 'f2f3', 'd1c2', 'g1f2', 'f6e5', 'a7a5', 'e5d6', 'a5a3', 'c2g6', 'f2e3', 'b7b6', 'g3e4', 'c5e4', 'f3e4', 'g6f7', 'a3d3', 'd6c5', 'a2a3', 'b6b5', 'd3d7', 'f7g6', 'd7c7', 'c5b6', 'c7g7', 'b6a5', 'e4e5', 'a5a4', 'g7a7', 'a4b3', 'e5e6', 'b5b4', 'a3b4', 'b3b4', 'e3f4', 'b4b5', 'f4e5', 'b5b6', 'a7g7', 'b6c6', 'e5f6', 'c6d6', 'g7d7', 'd6c6', 'd7d2', 'c6c7', 'e6e7', 'c7c6', 'd2d8', 'g6e8', 'd8e8', 'c6d7', 'e8d8', 'd7c7', 'e7e8q', 'h7h5', 'd8d7', 'c7c6', 'e8e6', 'c6c5', 'd7d6', 'c5b4', 'd6d5', 'b4c3', 'e6e4', 'c3b3', 'd5d3', 'b3b2', 'e4e2', 'b2c1', 'd3d1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit', 'Schlechter Defense']"
Danish Gambit,1-0,1277,1139,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'd1f3', 'c3b2', 'c1b2', 'b8c6', 'f1c4', 'f7f6', 'f3b3', 'g8h6', 'g1f3', 'a7a5', 'e1g1', 'a5a4', 'b3c2', 'a8a5', 'a2a3', 'c6e5', 'b2c3', 'e5c4', 'c3a5', 'c4a5', 'c2a4', 'b7b6', 'b1c3', 'd8e7', 'c3b5', 'e7c5', 'a1c1', 'c5h5', 'c1c7', 'c8b7', 'b5d6', 'f8d6', 'a4d7', 'e8f8', 'd7g7', 'f8e8', 'g7h8', 'd6f8', 'c7b7', 'h6f7', 'h8f6', 'a5b7', 'f6b6', 'f8d6', 'b6b7', 'f7e5', 'b7c8', 'e8e7', 'c8b7', 'e7e8', 'g2g3', 'e5f3', 'g1g2', 'f3h4', 'g3h4', 'h5g4', 'g2h1', 'g4f3', 'h1g1', 'f3h3', 'b7c6', 'e8e7', 'f2f4', 'h3h4', 'a3a4', 'h4g4', 'g1h1']","['Danish Gambit Accepted', 'Others W1']"
Danish Gambit,1-0,1139,950,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'g8f6', 'f2f3', 'c3b2', 'c1b2', 'c7c5', 'g1h3', 'b8c6', 'e1g1', 'd7d5', 'e4d5', 'c6e7', 'd5d6', 'e7c6', 'f1e1', 'e8d7', 'c4f7', 'f8d6', 'b2e5', 'd7c7', 'e5d6', 'd8d6', 'e1e7', 'd6e7', 'f7b3', 'c8h3', 'b1c3', 'h3f5', 'b3d5', 'f6d5', 'c3d5', 'c7b8', 'd5e7', 'c6e7', 'd1b3', 'h8d8', 'a2a4', 'b8c7', 'a4a5', 'b7b6', 'b3b5', 'f5d7', 'b5b2', 'b6a5', 'a1b1', 'a8b8', 'b2e5', 'c7c6', 'b1b8', 'd8b8', 'e5b8', 'd7c8', 'b8a7', 'c6d6', 'a7a5', 'c8e6', 'a5a1', 'e6d5', 'a1g7', 'c5c4', 'g7h7', 'e7c6', 'f3f4', 'd6e6', 'f4f5', 'e6e5', 'f5f6', 'e5f6', 'h7h6', 'f6e5', 'h6h5', 'e5d4', 'g2g4', 'c4c3', 'g4g5', 'c3c2', 'g5g6', 'c2c1q', 'g1f2', 'c1d2', 'f2g3', 'd2e3', 'g3h4', 'e3e8', 'h5g4', 'd4c5', 'g4g5', 'c6e7', 'g5f6', 'e7g6', 'h4g5', 'e8g8', 'f6a6', 'd5c4', 'a6g6', 'g8g6', 'g5g6', 'c4d5', 'h2h4', 'd5g8', 'h4h5', 'c5d6', 'h5h6', 'd6e7', 'g6g7', 'g8f7', 'h6h7', 'e7e8', 'h7h8q', 'e8e7', 'h8f8', 'e7e6', 'f8f7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,0-1,1832,1849,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'b8c6', 'b1c3', 'c6a5', 'c4f7', 'e8f7', 'd1d5', 'f7e8', 'd5a5', 'd7d6', 'g1f3', 'f8e7', 'h2h3', 'c8e6', 'e1g1', 'c7c6', 'a5a4', 'b7b5', 'a4c2', 'd8d7', 'f3d4', 'g8f6', 'a2a3', 'e6c4', 'f1e1', 'a7a6', 'd4f5', 'e8f7', 'e4e5', 'd6e5', 'e1e5', 'h8e8', 'c1f4', 'f7g8', 'a1d1', 'd7b7', 'b2b3', 'c4f7', 'f5e7', 'e8e7', 'c3e4', 'e7e5', 'e4f6', 'g7f6', 'f4e5', 'f6e5', 'c2f5', 'b7e7', 'd1e1', 'a8e8', 'b3b4', 'e5e4', 'e1e3', 'f7g6', 'f5f4', 'e7e5', 'f4h6', 'e5g7', 'h6g5', 'g8h8', 'h3h4', 'g7e7', 'g5h6', 'e7e5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,2042,2108,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'b8c6', 'f1c4', 'd4c3', 'd1b3', 'd8e7', 'b1c3', 'c6a5', 'b3a4', 'a5c4', 'a4c4', 'd7d6', 'g1f3', 'c8e6', 'c4a4', 'e6d7', 'a4b3', 'e8c8', 'e1g1', 'g8f6', 'c1e3', 'f6e4', 'c3e4', 'e7e4', 'e3a7', 'b7b6', 'a2a4', 'e4b7', 'a4a5', 'b7a7', 'a5b6', 'a7b6', 'a1a8', 'c8b7', 'b3b6', 'c7b6', 'a8d8', 'b7c7', 'd8a8', 'd7b5', 'f1c1', 'c7b7', 'c1c8', 'g7g6', 'c8f8', 'h8f8', 'a8f8', 'b5c6', 'f8f7', 'b7a6', 'f7h7', 'a6b5', 'h7g7', 'c6f3', 'g2f3', 'b5c4', 'g7g6', 'c4b3', 'g6d6', 'b3b2', 'd6b6', 'b2c3', 'b6e6', 'c3d4', 'e6e3', 'd4d5', 'h2h4', 'd5d4', 'h4h5', 'd4c4', 'h5h6', 'c4d4', 'h6h7', 'd4c4', 'h7h8q', 'c4c5', 'e3e7', 'c5d5', 'h8d8', 'd5c5', 'e7c7', 'c5b5', 'd8b8', 'b5a5', 'c7a7']",['Others B1']
Danish Gambit,0-1,1662,1745,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3c2', 'd1c2', 'b8c6', 'c2b3', 'd8f6', 'g1f3', 'c6a5', 'b3a4', 'a5c4', 'a4c4', 'c7c6', 'c1g5', 'f6b2', 'c4c3', 'f8b4', 'e1g1', 'b4c3', 'b1c3', 'b2c3', 'e4e5', 'g8e7', 'e5e6', 'd7e6', 'a1c1', 'c3a5', 'g5d2', 'a5a2', 'c1a1', 'a2c2', 'a1c1', 'c2g6', 'f3e5', 'g6f5', 'd2c3', 'e7d5', 'c3b2', 'e8g8', 'g2g4', 'f5f4', 'c1e1', 'f7f6', 'b2c1', 'f4b4', 'e5f3', 'b4g4', 'g1h1', 'g4f3', 'h1g1', 'd5f4', 'c1f4', 'f3f4', 'f2f3', 'e6e5', 'e1e4', 'f4g5', 'g1f2', 'c8h3', 'f1g1', 'g5d2', 'f2g3', 'h3f5', 'e4e1', 'a8d8', 'h2h4', 'd2f4', 'g3g2', 'd8d2', 'g2f1', 'f5h3', 'g1g2', 'f4f3', 'f1g1', 'f3g2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1969,1805,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'g1f3', 'c3b2', 'c1b2', 'b8c6', 'f1c4', 'f7f6', 'd1d5', 'g8e7', 'd5f7']","['Danish Gambit Accepted', 'Others W1']"
Danish Gambit Accepted,1-0,1835,1865,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d6', 'd1b3', 'd8e7', 'b1c3', 'b8c6', 'c3d5', 'e7e4', 'g1e2', 'c6d4', 'b2d4', 'e4g2', 'h1g1', 'g2h2', 'd5c7', 'e8d8', 'c7a8', 'g8h6', 'e1c1', 'f8e7', 'd4a7', 'h2e5', 'a7b6', 'd8e8', 'a8c7', 'e8f8', 'b6d4', 'e5a5', 'd4g7', 'f8g8', 'g7c3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
"Danish Gambit Declined, Sorensen Defense",0-1,2165,2090,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'g1f3', 'd4c3', 'd1d5', 'd8d5', 'e4d5', 'c3b2', 'c1b2', 'f8b4', 'b1d2', 'b8d7', 'f1b5', 'g8f6', 'e1c1', 'f6d5', 'h1e1', 'e8f8', 'b5d7', 'c8d7', 'f3e5', 'd7f5', 'g2g4', 'f5g6', 'e5d7', 'f8g8', 'h2h4', 'd5c3', 'b2c3', 'b4c3', 'h4h5', 'g6d3', 'e1e3', 'c3d2', 'c1d2', 'd3b5', 'd7c5', 'a8d8', 'd2c1', 'd8d1', 'c1d1', 'b7b6', 'a2a4', 'b5c6', 'e3b3', 'h7h6']",['Danish Gambit Declined: Sorensen Defense']
